Panal,Module,Item Set,Item_Format,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32,theta_33,theta_34,theta_35,theta_36,theta_37,theta_38,theta_39,theta_40,theta_41,theta_42,theta_43,theta_44,theta_45,theta_46,theta_47,theta_48,theta_49,theta_50,theta_51,theta_52,theta_53,theta_54,theta_55,theta_56,theta_57,theta_58,theta_59,theta_60
assignPanal1,Core_Stage,C1_2,1,0.1304175572410043,0.1514268699831781,0.1756958942575047,0.2036749536331179,0.2358549129178533,0.2727623708818932,0.3149508552938737,0.3629868480470966,0.4174294226824349,0.478802398576222,0.5475583048499091,0.6240342129188453,0.7084007327882136,0.8006072013239894,0.9003282099508474,1.0069187991005342,1.119387299756364,1.236395119578701,1.3562909119604958,1.4771820201621355,1.5970391266007191,1.713822042917162,1.825607960970807,1.930700990145537,2.027705310377412,2.115553613281942,2.193495037411487,2.26105810533594,2.31800973096726,2.364328483433064,2.400199297086708,2.4260211467733583,2.442404447265371,2.450127208695399,2.450023143645114,2.4427928955242084,2.4287590500684693,2.407619505282127,2.378280658791938,2.338858020366676,2.2869058387705934,2.2198769335362645,2.135732905347392,2.033553668845005,1.9139698513303505,1.779283039855097,1.633235866730333,1.480504791424374,1.326064372892896,1.174585403971903,1.0299867969094572,0.8951923380635063,0.7720804872543541,0.6615770728890983,0.5638294420383838,0.4784084084036605,0.4045006920079528,0.3410713948589984,0.2869892124804709,0.2411154691401359,0.2023623453963915
assignPanal1,Core_Stage,S1_10,1,0.1314294632167265,0.1520416277168312,0.1760793935598478,0.2041260896601454,0.2368552507559977,0.2750370359448608,0.3195403368107619,0.3713273424166322,0.4314359870636015,0.5009441602768279,0.5809080601100297,0.6722661670613604,0.7757009782392377,0.891454335175724,1.0191007080382593,1.15729767850666,1.303553972473259,1.4540789734421269,1.6037945085623284,1.7465856703600566,1.875828609735396,1.9851565558991684,2.06932959183053,2.1250003540378435,2.1511627077087776,2.1491527962676167,2.1222133407597576,2.074768093271768,2.0116226424866954,1.937289285197939,1.8555527235921616,1.76929742811415,1.6805458163922398,1.590624358088062,1.5003768252134473,1.410365272354026,1.321025733457503,1.232768121797843,1.1460248872575085,1.0612606867788288,0.9789574025973398,0.8995874125685308,0.8235848992384323,0.7513214790849061,0.68308931990844,0.6190925527055572,0.5594462440800123,0.5041813756371496,0.4532540017587673,0.4065568397376646,0.3639318253458428,0.3251825222217853,0.2900856263281513,0.2584011133908078,0.2298808194367586,0.2042754204999826,0.1813398945870773,0.1608376183410068,0.1425432844162469,0.1262448341364693,0.1117445923775134
assignPanal1,Core_Stage,C1_2,total,0.1304175572410043,0.1514268699831781,0.1756958942575047,0.2036749536331179,0.2358549129178533,0.2727623708818932,0.3149508552938737,0.3629868480470966,0.4174294226824349,0.478802398576222,0.5475583048499091,0.6240342129188453,0.7084007327882136,0.8006072013239894,0.9003282099508474,1.0069187991005342,1.119387299756364,1.236395119578701,1.3562909119604958,1.4771820201621355,1.5970391266007191,1.713822042917162,1.825607960970807,1.930700990145537,2.027705310377412,2.115553613281942,2.193495037411487,2.26105810533594,2.31800973096726,2.364328483433064,2.400199297086708,2.4260211467733583,2.442404447265371,2.450127208695399,2.450023143645114,2.4427928955242084,2.4287590500684693,2.407619505282127,2.378280658791938,2.338858020366676,2.2869058387705934,2.2198769335362645,2.135732905347392,2.033553668845005,1.9139698513303505,1.779283039855097,1.633235866730333,1.480504791424374,1.326064372892896,1.174585403971903,1.0299867969094572,0.8951923380635063,0.7720804872543541,0.6615770728890983,0.5638294420383838,0.4784084084036605,0.4045006920079528,0.3410713948589984,0.2869892124804709,0.2411154691401359,0.2023623453963915
assignPanal1,Core_Stage,S1_10,total,0.145595845976538,0.169518848810534,0.1976336690841145,0.230697009123087,0.2695929468685953,0.3153462445903527,0.3691320456529887,0.4322784533899536,0.5062568907858729,0.5926532124531073,0.6931104943524656,0.8092327706479534,0.9424386738029636,1.09375646047935,1.2635592114566858,1.4512529104038292,1.6549511077059498,1.871195152195376,2.094800613185631,2.3189156720725377,2.5353526835784432,2.735195471837473,2.909606351621312,3.050690889120006,3.152259541377247,3.2103644864719456,3.223562195474923,3.1929141927306985,3.1217636383907053,3.015323852494947,2.88011665903199,2.723319848155443,2.552111640952198,2.3731097815906983,2.191980049673624,2.013242631519684,1.840256835517968,1.6753334165643297,1.519915125958741,1.3747749510535756,1.2401984740452023,1.11613383057216,1.002305526216694,0.8982958487010633,0.8036007130763309,0.7176670533632584,0.6399177419003007,0.5697684548312208,0.5066394477700629,0.449964077790778,0.3991951353353036,0.3538095733838232,0.3133119572478109,0.2772368293879159,0.2451501310225423,0.2166498067735958,0.1913657168843417,0.1689589815320678,0.1491208783827959,0.1315714066743623,0.1160576195349208
assignPanal1,Stage_1H,S1_17,1,0.0288753619031487,0.0351331678288571,0.042770062159741,0.0520925150568512,0.063474362958392,0.0773707718558364,0.094334537286558,0.115034768145584,0.1402777534165194,0.1710293816314229,0.2084377818052004,0.2538537619389039,0.3088449917142823,0.375197560428216,0.4548954428388184,0.5500645992956945,0.6628643832864246,0.7953058078471132,0.9489763383673236,1.1246579650898283,1.3218442372496868,1.5381970570614525,1.7690352631352686,2.007003978534984,2.242110755054086,2.462294051725475,2.6545805078121485,2.8066973000074054,2.908803275634725,2.954897202019677,2.943533807889758,2.877708637812768,2.7640421140666205,2.611567641152121,2.43045135229141,2.230881145069919,2.02223995879593,1.8125815855677143,1.6083733632410864,1.414448815313965,1.234109676809099,1.0693212592030794,0.9209536685945748,0.7890321363738286,0.6729710896307176,0.5717770709641368,0.4842141233710316,0.4089313318447607,0.3445559667019622,0.2897575448001838,0.2432886616539322,0.2040081562052768,0.1708914463872085,0.143031990539483,0.1196369542961986,0.1000193830418073,0.0835885321204568,0.0698394947921287,0.0583428789157888,0.0487349979567091,0.0407088392885551
assignPanal1,Stage_1H,S1_3,1,0.1108533400749453,0.1257639492832734,0.1427083685235274,0.1619564909086085,0.183809233023551,0.2086001497524797,0.2366963330955483,0.2684982233365238,0.3044378552750245,0.3449749451999529,0.3905901049714135,0.4417743647766722,0.4990141231562705,0.5627706623255944,0.6334535238090409,0.7113874017754617,0.7967728515809471,0.8896420881075671,0.9898124784190372,1.0968419458272085,1.2099921923295909,1.328207034279255,1.450113679066222,1.5740537970595778,1.6981481923115451,1.820393535333381,1.9387824477240023,2.051430551002256,2.1566880433732973,2.2532114230708564,2.3399751415656853,2.4162138686212566,2.481302285708272,2.534597430087003,2.575283712162743,2.602267735838016,2.6141651358066555,2.6094036894791466,2.5864386747938157,2.544044625790194,2.481621909253916,2.3994462905322766,2.2987999574186544,2.181951095781378,2.0519866840961365,1.9125370293499109,1.7674503309086456,1.6204772849574631,1.4750124638436832,1.3339182231148874,1.1994359101237109,1.0731734388557317,0.956149788128714,0.8488749506962947,0.7514462445511723,0.6636464541475234,0.5850342527821684,0.5150217177511478,0.4529370421463776,0.3980727321295365,0.3497208291451719
assignPanal1,Stage_1H,S1_6,1,0.0269518456182332,0.0310493443026347,0.0357528867516064,0.0411463352642136,0.0473232409245799,0.0543873276148436,0.0624527680066672,0.0716441546457184,0.0820960465431025,0.0939519485680628,0.1073625601866491,0.1224831161361846,0.1394696409453078,0.1584739606293047,0.1796373695187536,0.2030829506695888,0.228906707005585,0.2571678858827667,0.2878791716820181,0.3209977625838832,0.3564186976638083,0.3939720863212339,0.4334260080204094,0.4744966653284483,0.5168667536331859,0.5602118596033234,0.604233008454694,0.6486913784580999,0.6934389941128736,0.7384373695517443,0.7837551887861987,0.8295367878714944,0.8759359602074186,0.9230147418339902,0.9706143083763716,1.0182143650861424,1.064807083267968,1.1088193097723045,1.1481189389682824,1.1801340652351633,1.2020942352297277,1.2113730564368004,1.2058776694795457,1.1844053481639183,1.1468834322238666,1.0944320080233838,1.0292335777814552,0.9542442000300724,0.8728173542220032,0.7883231423818691,0.7038314822589723,0.6218986494338095,0.5444650262468863,0.472848130323184,0.4078028470509183,0.3496190647676884,0.2982318340207226,0.2533267879081491,0.2144310314955513,0.1809855823190375,0.152399344370231
assignPanal1,Stage_1H,S1_17,total,0.0645445172833962,0.0766303971762702,0.0910319444872679,0.1082003365746845,0.128674380387732,0.1530965561400426,0.1822313234123268,0.2169855977679448,0.2584310025894017,0.3078270022094356,0.3666432372147061,0.4365781921022508,0.5195695878587698,0.6177894667496346,0.7336137423867788,0.8695521247556243,1.0281202949502866,1.211633225922355,1.4218989904443795,1.659800062307205,1.9247689281083369,2.2142011459694677,2.522901684821243,2.8427188816972224,3.1625587444419065,3.468952481408065,3.747240481574884,3.9832435133916992,4.16508513618304,4.284718237122167,4.338774668408175,4.328582075281587,4.259458976762812,4.139575373270219,3.978695137632229,3.787036022126172,3.574370902884924,3.3494057968676345,3.119420494945408,2.890135155112461,2.665756371281357,2.449151473975731,2.242098746986504,2.0455646531133285,1.8599673068683047,1.6853972786100144,1.521780352570082,1.3689797326878694,1.226845330830761,1.095223921699802,0.9739458969472484,0.8628028415054314,0.7615265098699376,0.6697754195359735,0.5871313308143924,0.5131049918316155,0.4471488680597305,0.3886739871723605,0.3370681917809037,0.2917136652893417,0.2520023053293044
assignPanal1,Stage_1H,S1_3,total,0.1383014528266542,0.157188067927005,0.1786673652923718,0.2030824859585325,0.2308155471837122,0.2622895988025596,0.2979696916975924,0.3383626111221723,0.3840147038506687,0.4355070916887764,0.4934474252906787,0.5584572106380615,0.6311536668446296,0.7121250937847071,0.8018989032418148,0.90090187379858,1.0094129089184016,1.1275096773411497,1.2550120166146106,1.3914268135397627,1.5359010229697212,1.6871911430389142,1.8436582323360085,2.003296717497809,2.163802151154815,2.322677453763641,2.477369416048365,2.625418686202478,2.764599334829396,2.8930210292499536,3.009170109181832,3.111876329779161,3.2002085410705785,3.273321720278669,3.3302945810760494,3.370006067750609,3.391096147841914,3.392039877847693,3.371336087608692,3.32777983503827,3.260760699379108,3.1705166509126856,3.058281149988291,2.9262875287549157,2.7776306595058733,2.616019063373168,2.445470711901577,2.270008772875088,2.093402179820885,1.9189770319160016,1.7495057180985103,1.5871662264653297,1.433556108677946,1.2897433188057557,1.156337751126051,1.033570780443788,0.92137397561862,0.8194515621948977,0.7273438214204996,0.6444804197110082,0.5702238031486462
assignPanal1,Stage_1H,S1_6,total,0.0964173635364196,0.1113392309324755,0.1284408853361718,0.1479948119588882,0.1702917478087746,0.1956361875994319,0.2243394670766612,0.2567098820442947,0.2930393380770755,0.333586157334437,0.3785539351177174,0.4280667787529138,0.4821419004554997,0.5406613672066618,0.603345771616106,0.669733537012523,0.7391702775014276,0.8108127984479011,0.8836516340057353,0.9565542633841068,1.028328346054588,1.0978008269502446,1.1639052921559392,1.225767408691901,1.2827774647315504,1.3346403005543,1.3813959806017524,1.4234084824974036,1.4613232838054973,1.4959970682098676,1.5284035718305895,1.559519369498345,1.5901932758079915,1.621004278088535,1.6521164536533917,1.6831452845870518,1.7130571528455152,1.7401301865289691,1.762006374597355,1.775857845376993,1.7786716377457514,1.7676283041660263,1.7405172315725634,1.696107721381173,1.634392176349347,1.5566421394643717,1.4652636351771733,1.3634889945549404,1.254979196966605,1.1434218439431951,1.0321953900753718,0.9241402976882084,0.8214456141895375,0.7256351048500149,0.6376244877056572,0.5578193156237731,0.4862278470761902,0.4225708565611193,0.3663778829347203,0.3170654108493874,0.2739965208212523
assignPanal1,Stage_1L,S1_20,1,0.3512662151535081,0.4334976813255269,0.5333390261553826,0.6536746161642164,0.797403426150632,0.9671799718105762,1.1650452550472965,1.3919547287402223,1.647248531003059,1.928163879941775,2.2295472499577365,2.5439533860968577,2.8622734084913315,3.1748769793985985,3.4729939236755483,3.749793680547268,4.0005177460986445,4.221251848415042,4.406542696859511,4.546897863959901,4.627826304812855,4.631894794149451,4.543927381757715,4.357415139851486,4.078870229148657,3.727627807839603,3.331188083869534,2.9185938413755927,2.5148107553081207,2.1377565778642267,1.7979371520494176,1.4997036112477984,1.2430742853122945,1.025435422126991,0.842836603588603,0.6908544169491062,0.5651090465892323,0.4615397021481965,0.3765276979939486,0.3069301665551172,0.25006503999426,0.2036719709091822,0.1658635181341913,0.1350745797359987,0.1100142870442056,0.0896223793243758,0.0730308228938363,0.0595307375786996,0.0485443205566963,0.0396012786723813,0.0323192150564559,0.0263874157168908,0.0215535169382829,0.0176125865996377,0.0143982108853963,0.0117752358808577,0.0096338676737476,0.0078848831209698,0.006455745796004,0.0052874578814242,0.0043320093456853
